rec_id1,rec_id2
rec-2466-dup-1,rec-2466-dup-2
rec-8451-org,rec-8451-dup-0
rec-8451-org,rec-8451-dup-1
rec-8451-dup-0,rec-8451-dup-1
rec-4388-org,rec-4388-dup-0
rec-4388-org,rec-4388-dup-1
rec-4388-dup-0,rec-4388-dup-1
rec-4889-org,rec-4889-dup-0
rec-4889-org,rec-4889-dup-1
rec-4889-dup-0,rec-4889-dup-1
rec-4889-org,rec-4889-dup-2
rec-4889-dup-0,rec-4889-dup-2
rec-4889-dup-1,rec-4889-dup-2
rec-5458-org,rec-5458-dup-0
rec-5458-org,rec-5458-dup-1
rec-5458-dup-0,rec-5458-dup-1
rec-6548-org,rec-6548-dup-0
rec-7882-org,rec-7882-dup-0
rec-6260-org,rec-6260-dup-0
rec-6260-org,rec-6260-dup-1
rec-6260-dup-0,rec-6260-dup-1
rec-1966-org,rec-1966-dup-0
rec-7924-org,rec-7924-dup-0
rec-7924-org,rec-7924-dup-1
rec-7924-dup-0,rec-7924-dup-1
rec-1632-org,rec-1632-dup-0
rec-1632-org,rec-1632-dup-1
rec-1632-dup-0,rec-1632-dup-1
rec-1349-org,rec-1349-dup-0
rec-1344-org,rec-1344-dup-0
rec-1344-org,rec-1344-dup-1
rec-1344-dup-0,rec-1344-dup-1
rec-1344-org,rec-1344-dup-2
rec-1344-dup-0,rec-1344-dup-2
rec-1344-dup-1,rec-1344-dup-2
rec-6709-org,rec-6709-dup-0
rec-6709-org,rec-6709-dup-1
rec-6709-dup-0,rec-6709-dup-1
rec-6709-org,rec-6709-dup-2
rec-6709-dup-0,rec-6709-dup-2
rec-6709-dup-1,rec-6709-dup-2
rec-879-org,rec-879-dup-0
rec-879-org,rec-879-dup-1
rec-879-dup-0,rec-879-dup-1
rec-5877-org,rec-5877-dup-0
rec-5877-org,rec-5877-dup-1
rec-5877-dup-0,rec-5877-dup-1
rec-5396-org,rec-5396-dup-0
rec-5396-org,rec-5396-dup-1
rec-5396-dup-0,rec-5396-dup-1
rec-2043-org,rec-2043-dup-0
rec-7061-org,rec-7061-dup-0
rec-5381-org,rec-5381-dup-0
rec-5381-org,rec-5381-dup-1
rec-5381-dup-0,rec-5381-dup-1
rec-1587-org,rec-1587-dup-0
rec-1587-org,rec-1587-dup-1
rec-1587-dup-0,rec-1587-dup-1
rec-1587-org,rec-1587-dup-2
rec-1587-dup-0,rec-1587-dup-2
rec-1587-dup-1,rec-1587-dup-2
rec-3193-org,rec-3193-dup-0
rec-7389-org,rec-7389-dup-0
rec-7389-org,rec-7389-dup-1
rec-7389-dup-0,rec-7389-dup-1
rec-5201-org,rec-5201-dup-0
rec-5201-org,rec-5201-dup-1
rec-5201-dup-0,rec-5201-dup-1
rec-1872-org,rec-1872-dup-0
rec-5219-org,rec-5219-dup-0
rec-5219-org,rec-5219-dup-1
rec-5219-dup-0,rec-5219-dup-1
rec-5219-org,rec-5219-dup-2
rec-5219-dup-0,rec-5219-dup-2
rec-5219-dup-1,rec-5219-dup-2
rec-7984-org,rec-7984-dup-0
rec-1801-org,rec-1801-dup-0
rec-4849-org,rec-4849-dup-0
rec-4849-org,rec-4849-dup-1
rec-4849-dup-0,rec-4849-dup-1
rec-907-org,rec-907-dup-0
rec-907-org,rec-907-dup-1
rec-907-dup-0,rec-907-dup-1
rec-907-org,rec-907-dup-2
rec-907-dup-0,rec-907-dup-2
rec-907-dup-1,rec-907-dup-2
rec-3970-org,rec-3970-dup-0
rec-7443-org,rec-7443-dup-0
rec-3597-org,rec-3597-dup-0
rec-8225-org,rec-8225-dup-0
rec-8225-org,rec-8225-dup-1
rec-8225-dup-0,rec-8225-dup-1
rec-1285-org,rec-1285-dup-0
rec-1285-org,rec-1285-dup-1
rec-1285-dup-0,rec-1285-dup-1
rec-2018-org,rec-2018-dup-0
rec-2018-org,rec-2018-dup-1
rec-2018-dup-0,rec-2018-dup-1
rec-6247-org,rec-6247-dup-0
rec-6247-org,rec-6247-dup-1
rec-6247-dup-0,rec-6247-dup-1
rec-8319-org,rec-8319-dup-0
rec-5545-org,rec-5545-dup-0
rec-5545-org,rec-5545-dup-1
rec-5545-dup-0,rec-5545-dup-1
rec-7710-org,rec-7710-dup-0
rec-2744-org,rec-2744-dup-0
rec-3492-org,rec-3492-dup-0
rec-3492-org,rec-3492-dup-1
rec-3492-dup-0,rec-3492-dup-1
rec-3070-org,rec-3070-dup-0
rec-3070-org,rec-3070-dup-1
rec-3070-dup-0,rec-3070-dup-1
rec-3070-org,rec-3070-dup-2
rec-3070-dup-0,rec-3070-dup-2
rec-3070-dup-1,rec-3070-dup-2
rec-6804-org,rec-6804-dup-0
rec-6804-org,rec-6804-dup-1
rec-6804-dup-0,rec-6804-dup-1
rec-5210-org,rec-5210-dup-0
rec-5210-org,rec-5210-dup-1
rec-5210-dup-0,rec-5210-dup-1
rec-5426-org,rec-5426-dup-0
rec-5426-org,rec-5426-dup-1
rec-5426-dup-0,rec-5426-dup-1
rec-5426-org,rec-5426-dup-2
rec-5426-dup-0,rec-5426-dup-2
rec-5426-dup-1,rec-5426-dup-2
rec-6814-org,rec-6814-dup-0
rec-812-org,rec-812-dup-0
rec-1314-org,rec-1314-dup-0
rec-1314-org,rec-1314-dup-1
rec-1314-dup-0,rec-1314-dup-1
rec-1314-org,rec-1314-dup-2
rec-1314-dup-0,rec-1314-dup-2
rec-1314-dup-1,rec-1314-dup-2
rec-8211-org,rec-8211-dup-0
rec-7209-org,rec-7209-dup-0
rec-7209-org,rec-7209-dup-1
rec-7209-dup-0,rec-7209-dup-1
rec-1420-org,rec-1420-dup-0
rec-1420-org,rec-1420-dup-1
rec-1420-dup-0,rec-1420-dup-1
rec-3016-org,rec-3016-dup-0
rec-3016-org,rec-3016-dup-1
rec-3016-dup-0,rec-3016-dup-1
rec-3016-org,rec-3016-dup-2
rec-3016-dup-0,rec-3016-dup-2
rec-3016-dup-1,rec-3016-dup-2
rec-8260-org,rec-8260-dup-0
rec-8260-org,rec-8260-dup-1
rec-8260-dup-0,rec-8260-dup-1
rec-5066-org,rec-5066-dup-0
rec-4748-org,rec-4748-dup-0
rec-4748-org,rec-4748-dup-1
rec-4748-dup-0,rec-4748-dup-1
rec-6415-org,rec-6415-dup-0
rec-2928-org,rec-2928-dup-0
rec-5978-org,rec-5978-dup-0
rec-5978-org,rec-5978-dup-1
rec-5978-dup-0,rec-5978-dup-1
rec-5978-org,rec-5978-dup-2
rec-5978-dup-0,rec-5978-dup-2
rec-5978-dup-1,rec-5978-dup-2
rec-983-org,rec-983-dup-0
rec-983-org,rec-983-dup-1
rec-983-dup-0,rec-983-dup-1
rec-2317-org,rec-2317-dup-0
rec-8235-org,rec-8235-dup-0
rec-8235-org,rec-8235-dup-1
rec-8235-dup-0,rec-8235-dup-1
rec-8235-org,rec-8235-dup-2
rec-8235-dup-0,rec-8235-dup-2
rec-8235-dup-1,rec-8235-dup-2
rec-3305-org,rec-3305-dup-0
rec-3305-org,rec-3305-dup-1
rec-3305-dup-0,rec-3305-dup-1
rec-7055-org,rec-7055-dup-0
rec-2878-org,rec-2878-dup-0
rec-2878-org,rec-2878-dup-1
rec-2878-dup-0,rec-2878-dup-1
rec-3130-org,rec-3130-dup-0
rec-3130-org,rec-3130-dup-1
rec-3130-dup-0,rec-3130-dup-1
rec-2412-org,rec-2412-dup-0
rec-3412-org,rec-3412-dup-0
rec-3412-org,rec-3412-dup-1
rec-3412-dup-0,rec-3412-dup-1
rec-3412-org,rec-3412-dup-2
rec-3412-dup-0,rec-3412-dup-2
rec-3412-dup-1,rec-3412-dup-2
rec-6235-org,rec-6235-dup-0
rec-8120-org,rec-8120-dup-0
rec-8120-org,rec-8120-dup-1
rec-8120-dup-0,rec-8120-dup-1
rec-300-org,rec-300-dup-0
rec-300-org,rec-300-dup-1
rec-300-dup-0,rec-300-dup-1
rec-5689-org,rec-5689-dup-0
rec-5689-org,rec-5689-dup-1
rec-5689-dup-0,rec-5689-dup-1
rec-7534-org,rec-7534-dup-0
rec-7534-org,rec-7534-dup-1
rec-7534-dup-0,rec-7534-dup-1
rec-7849-org,rec-7849-dup-0
rec-8465-org,rec-8465-dup-0
rec-8465-org,rec-8465-dup-1
rec-8465-dup-0,rec-8465-dup-1
rec-7224-org,rec-7224-dup-0
rec-7224-org,rec-7224-dup-1
rec-7224-dup-0,rec-7224-dup-1
rec-8016-org,rec-8016-dup-0
rec-8016-org,rec-8016-dup-1
rec-8016-dup-0,rec-8016-dup-1
rec-1075-org,rec-1075-dup-0
rec-1075-org,rec-1075-dup-1
rec-1075-dup-0,rec-1075-dup-1
rec-5569-org,rec-5569-dup-0
rec-7130-org,rec-7130-dup-0
rec-7130-org,rec-7130-dup-1
rec-7130-dup-0,rec-7130-dup-1
rec-7130-org,rec-7130-dup-2
rec-7130-dup-0,rec-7130-dup-2
rec-7130-dup-1,rec-7130-dup-2
rec-6079-org,rec-6079-dup-0
rec-6369-org,rec-6369-dup-0
rec-6369-org,rec-6369-dup-1
rec-6369-dup-0,rec-6369-dup-1
rec-6369-org,rec-6369-dup-2
rec-6369-dup-0,rec-6369-dup-2
rec-6369-dup-1,rec-6369-dup-2
rec-1393-org,rec-1393-dup-0
rec-1393-org,rec-1393-dup-1
rec-1393-dup-0,rec-1393-dup-1
rec-1393-org,rec-1393-dup-2
rec-1393-dup-0,rec-1393-dup-2
rec-1393-dup-1,rec-1393-dup-2
rec-1735-org,rec-1735-dup-0
rec-1735-org,rec-1735-dup-1
rec-1735-dup-0,rec-1735-dup-1
rec-1735-org,rec-1735-dup-2
rec-1735-dup-0,rec-1735-dup-2
rec-1735-dup-1,rec-1735-dup-2
rec-1100-org,rec-1100-dup-0
rec-4-org,rec-4-dup-0
rec-4-org,rec-4-dup-1
rec-4-dup-0,rec-4-dup-1
rec-1193-org,rec-1193-dup-0
rec-1193-org,rec-1193-dup-1
rec-1193-dup-0,rec-1193-dup-1
rec-1193-org,rec-1193-dup-2
rec-1193-dup-0,rec-1193-dup-2
rec-1193-dup-1,rec-1193-dup-2
rec-8041-org,rec-8041-dup-0
rec-7032-org,rec-7032-dup-0
rec-7032-org,rec-7032-dup-1
rec-7032-dup-0,rec-7032-dup-1
rec-5284-org,rec-5284-dup-0
rec-5284-org,rec-5284-dup-1
rec-5284-dup-0,rec-5284-dup-1
rec-5284-org,rec-5284-dup-2
rec-5284-dup-0,rec-5284-dup-2
rec-5284-dup-1,rec-5284-dup-2
rec-7315-org,rec-7315-dup-0
rec-7315-org,rec-7315-dup-1
rec-7315-dup-0,rec-7315-dup-1
rec-698-org,rec-698-dup-0
rec-698-org,rec-698-dup-1
rec-698-dup-0,rec-698-dup-1
rec-698-org,rec-698-dup-2
rec-698-dup-0,rec-698-dup-2
rec-698-dup-1,rec-698-dup-2
rec-6205-org,rec-6205-dup-0
rec-6205-org,rec-6205-dup-1
rec-6205-dup-0,rec-6205-dup-1
rec-4950-org,rec-4950-dup-0
rec-4950-org,rec-4950-dup-1
rec-4950-dup-0,rec-4950-dup-1
rec-2232-org,rec-2232-dup-0
rec-2232-org,rec-2232-dup-1
rec-2232-dup-0,rec-2232-dup-1
rec-2232-org,rec-2232-dup-2
rec-2232-dup-0,rec-2232-dup-2
rec-2232-dup-1,rec-2232-dup-2
rec-1219-org,rec-1219-dup-0
rec-3262-org,rec-3262-dup-0
rec-6921-org,rec-6921-dup-0
rec-6921-org,rec-6921-dup-1
rec-6921-dup-0,rec-6921-dup-1
rec-6710-org,rec-6710-dup-0
rec-8322-org,rec-8322-dup-0
rec-4940-org,rec-4940-dup-0
rec-4940-org,rec-4940-dup-1
rec-4940-dup-0,rec-4940-dup-1
rec-4940-org,rec-4940-dup-2
rec-4940-dup-0,rec-4940-dup-2
rec-4940-dup-1,rec-4940-dup-2
rec-765-org,rec-765-dup-0
rec-1486-org,rec-1486-dup-0
rec-1486-org,rec-1486-dup-1
rec-1486-dup-0,rec-1486-dup-1
rec-4069-org,rec-4069-dup-0
rec-4069-org,rec-4069-dup-1
rec-4069-dup-0,rec-4069-dup-1
rec-4587-org,rec-4587-dup-0
rec-4587-org,rec-4587-dup-1
rec-4587-dup-0,rec-4587-dup-1
rec-6789-org,rec-6789-dup-0
rec-6789-org,rec-6789-dup-1
rec-6789-dup-0,rec-6789-dup-1
rec-1737-org,rec-1737-dup-0
rec-1737-org,rec-1737-dup-1
rec-1737-dup-0,rec-1737-dup-1
rec-493-org,rec-493-dup-0
rec-493-org,rec-493-dup-1
rec-493-dup-0,rec-493-dup-1
rec-493-org,rec-493-dup-2
rec-493-dup-0,rec-493-dup-2
rec-493-dup-1,rec-493-dup-2
rec-1968-org,rec-1968-dup-0
rec-4221-org,rec-4221-dup-0
rec-4221-org,rec-4221-dup-1
rec-4221-dup-0,rec-4221-dup-1
rec-4221-org,rec-4221-dup-2
rec-4221-dup-0,rec-4221-dup-2
rec-4221-dup-1,rec-4221-dup-2
rec-3283-org,rec-3283-dup-0
rec-3283-org,rec-3283-dup-1
rec-3283-dup-0,rec-3283-dup-1
rec-7938-org,rec-7938-dup-0
rec-5294-org,rec-5294-dup-0
rec-5294-org,rec-5294-dup-1
rec-5294-dup-0,rec-5294-dup-1
rec-5659-org,rec-5659-dup-0
rec-5659-org,rec-5659-dup-1
rec-5659-dup-0,rec-5659-dup-1
rec-3314-org,rec-3314-dup-0
rec-64-org,rec-64-dup-0
rec-64-org,rec-64-dup-1
rec-64-dup-0,rec-64-dup-1
